EmployeeNumber,Department,JobRole,Gender,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Attrition,risk_score,risk_band
1645,Sales,Sales Executive,Male,2,5440,Yes,4,2,2,Yes,0.9215622729829777,Élevé
1646,Research & Development,Research Scientist,Female,1,3760,Yes,4,3,1,No,0.7226052613712188,Élevé
1647,Research & Development,Research Scientist,Female,1,3517,No,3,3,0,No,0.30010312879540235,Faible
1648,Research & Development,Research Scientist,Male,1,2580,No,4,2,1,No,0.284084976139995,Faible
1649,Research & Development,Laboratory Technician,Male,1,2166,Yes,1,1,0,Yes,0.9155736223400626,Élevé
1650,Sales,Sales Executive,Male,2,5869,No,3,3,1,No,0.8829237081015306,Élevé
1651,Research & Development,Healthcare Representative,Female,3,8008,No,1,3,0,No,0.13017035975464636,Faible
1653,Research & Development,Manufacturing Director,Male,2,5206,No,3,3,0,No,0.01305682010350111,Faible
1654,Research & Development,Manufacturing Director,Male,2,5295,No,2,3,1,No,0.3215017132681357,Faible
1655,Research & Development,Research Director,Female,4,16413,No,2,3,1,No,0.037253742492245515,Faible
1656,Research & Development,Research Director,Female,3,13269,No,1,3,1,No,0.009506137188625351,Faible
1657,Sales,Sales Representative,Female,1,2783,No,3,3,2,No,0.4583324771401761,Moyen
1658,Research & Development,Research Scientist,Female,2,5433,No,2,3,7,No,0.025297517462271393,Faible
1659,Research & Development,Laboratory Technician,Male,1,2013,No,2,3,1,No,0.5569220491770983,Moyen
1661,Research & Development,Healthcare Representative,Female,4,13966,Yes,3,3,2,No,0.015728572788989835,Faible
1662,Research & Development,Manufacturing Director,Female,2,4374,No,3,3,1,No,0.03521832957067787,Faible
1664,Research & Development,Healthcare Representative,Male,2,6842,No,1,3,0,No,0.1332168818955925,Faible
1665,Research & Development,Manager,Female,4,17426,No,3,3,4,No,0.010084751027491424,Faible
1666,Research & Development,Research Director,Male,4,17603,No,3,3,6,No,0.033621899354248856,Faible
1667,Sales,Sales Executive,Male,2,4581,Yes,4,4,6,Yes,0.889991927921082,Élevé
1668,Research & Development,Research Scientist,Male,2,4735,No,4,4,2,No,0.013148058537341181,Faible
1669,Sales,Sales Executive,Male,2,4187,Yes,2,2,0,No,0.7188650330655851,Élevé
1670,Sales,Sales Executive,Male,2,5505,No,4,3,0,No,0.06973900328294326,Faible
1671,Research & Development,Research Scientist,Male,2,5470,No,2,2,1,No,0.013758745719986901,Faible
1673,Sales,Sales Executive,Female,2,5476,No,4,3,0,No,0.2310869376056158,Faible
1674,Research & Development,Laboratory Technician,Female,1,2587,Yes,1,2,2,No,0.6844841535852855,Élevé
1675,Research & Development,Laboratory Technician,Female,1,2440,No,2,3,3,No,0.7353231555389029,Élevé
1676,Sales,Manager,Female,4,15972,No,2,3,1,No,0.021820874654609298,Faible
1677,Research & Development,Manager,Male,4,15379,No,3,3,0,No,0.0745450812415952,Faible
1678,Sales,Sales Executive,Male,3,7082,Yes,3,3,0,No,0.6159791591866361,Moyen
1680,Sales,Sales Representative,Male,1,2728,No,1,3,0,No,0.7715849393195322,Élevé
1681,Sales,Sales Executive,Female,2,5368,Yes,4,3,1,No,0.4999438123592791,Moyen
1682,Research & Development,Healthcare Representative,Male,2,5347,No,3,2,0,No,0.41006048489905284,Moyen
1683,Human Resources,Human Resources,Female,1,3195,Yes,4,3,2,No,0.28497335193200485,Faible
1684,Research & Development,Laboratory Technician,Male,1,3989,Yes,3,3,1,Yes,0.8859280885054848,Élevé
1687,Research & Development,Laboratory Technician,Female,1,3306,No,3,2,0,No,0.13142358150639574,Faible
1689,Research & Development,Healthcare Representative,Male,3,7005,No,4,3,1,No,0.1061407275393316,Faible
1691,Sales,Sales Representative,Female,1,2655,Yes,3,3,7,Yes,0.5066588724701623,Moyen
1692,Research & Development,Laboratory Technician,Male,1,1393,No,2,3,0,Yes,0.6485339019985992,Moyen
1693,Research & Development,Laboratory Technician,Male,1,2570,No,4,3,5,No,0.29715874034118017,Faible
1694,Research & Development,Research Scientist,Male,1,3537,No,2,3,1,No,0.3633582465532089,Moyen
1696,Research & Development,Laboratory Technician,Male,2,3986,No,4,4,4,No,0.04815428660262258,Faible
1697,Research & Development,Healthcare Representative,Male,3,10883,No,4,4,0,No,0.07239524989622388,Faible
1698,Research & Development,Laboratory Technician,Male,1,2028,No,2,3,2,No,0.02919172344400664,Faible
1700,Sales,Sales Executive,Male,2,9525,No,4,2,1,No,0.1798989825329809,Faible
1701,Research & Development,Research Scientist,Female,1,2929,No,4,3,8,No,0.17121666665051646,Faible
1702,Sales,Sales Representative,Male,1,2275,Yes,4,3,0,Yes,0.8712617017795521,Élevé
1703,Research & Development,Healthcare Representative,Female,3,7879,Yes,4,3,6,No,0.11279133502877989,Faible
1704,Research & Development,Research Scientist,Male,1,4930,Yes,4,4,1,No,0.6929474350017768,Élevé
1706,Sales,Sales Executive,Male,2,7847,Yes,4,3,8,No,0.30424427835460593,Faible
1707,Research & Development,Research Scientist,Male,1,4401,No,3,3,0,No,0.03627749754109051,Faible
1708,Sales,Sales Executive,Male,3,9241,No,3,3,8,No,0.4218305091272394,Moyen
1709,Research & Development,Laboratory Technician,Female,1,2974,No,3,3,1,No,0.3932757402655959,Moyen
1710,Sales,Sales Representative,Female,2,4502,No,4,2,6,No,0.3156675982366434,Faible
1712,Research & Development,Healthcare Representative,Male,3,10748,No,3,2,14,No,0.07765729058827718,Faible
1714,Human Resources,Human Resources,Male,1,1555,No,3,3,0,Yes,0.6246055021627378,Moyen
1716,Sales,Sales Executive,Male,4,12936,No,3,1,14,Yes,0.8669382101660761,Élevé
1718,Research & Development,Laboratory Technician,Male,1,2305,No,3,4,0,No,0.33386967387593425,Moyen
1719,Research & Development,Research Director,Female,4,16704,No,2,3,8,No,0.2662401890322582,Faible
1720,Research & Development,Research Scientist,Male,1,3433,No,3,2,1,No,0.5346029025858472,Moyen
1721,Research & Development,Laboratory Technician,Male,1,3477,No,3,4,0,No,0.17886177794971259,Faible
1722,Human Resources,Human Resources,Male,2,6430,No,2,3,1,No,0.3178721244714588,Faible
1724,Research & Development,Manufacturing Director,Female,2,6516,Yes,1,3,0,No,0.3440857325419571,Moyen
1725,Research & Development,Laboratory Technician,Male,1,3907,No,1,4,1,No,0.5682018536115506,Moyen
1727,Research & Development,Healthcare Representative,Male,2,5562,No,2,3,0,No,0.09592940472054869,Faible
1728,Research & Development,Manufacturing Director,Male,2,6883,No,3,3,0,No,0.02299279808225161,Faible
1729,Research & Development,Research Scientist,Male,1,2862,No,4,2,0,No,0.06276760115335685,Faible
1731,Sales,Sales Executive,Male,2,4978,No,2,1,0,No,0.6557350979538554,Moyen
1732,Sales,Sales Executive,Male,3,10368,Yes,4,2,0,No,0.35164489525913506,Moyen
1733,Sales,Sales Executive,Male,2,6134,Yes,1,3,2,Yes,0.8721422170962321,Élevé
1734,Sales,Sales Executive,Male,2,6735,No,2,3,0,Yes,0.8262842039004301,Élevé
1735,Research & Development,Laboratory Technician,Female,1,3295,No,2,1,1,No,0.5312154415428102,Moyen
1736,Research & Development,Manufacturing Director,Female,2,5238,No,4,2,1,No,0.40198146255223965,Moyen
1737,Research & Development,Laboratory Technician,Male,2,6472,Yes,4,3,5,No,0.2125670314870126,Faible
1739,Sales,Sales Executive,Male,3,9610,No,3,1,0,No,0.49368066329309274,Moyen
1740,Sales,Manager,Male,5,19833,No,2,2,12,No,0.5209309772158166,Moyen
1744,Human Resources,Human Resources,Female,3,9756,No,3,4,0,No,0.20584106796223733,Faible
1745,Research & Development,Research Scientist,Female,1,4968,No,1,3,0,No,0.058898786265023186,Faible
1746,Human Resources,Human Resources,Male,1,2145,No,4,3,2,No,0.381016426655747,Moyen
1747,Human Resources,Human Resources,Female,1,2180,No,4,2,1,Yes,0.6158786908823334,Moyen
1749,Sales,Sales Executive,Male,2,8346,No,3,3,0,No,0.21727369088031498,Faible
1751,Research & Development,Research Scientist,Female,1,3445,No,4,2,1,No,0.08076491564074081,Faible
1752,Sales,Sales Representative,Female,1,2760,No,2,3,2,Yes,0.8765471681701678,Élevé
1753,Research & Development,Healthcare Representative,Male,2,6294,Yes,3,4,0,No,0.8213540055233997,Élevé
1754,Sales,Sales Executive,Male,3,7140,No,1,3,1,No,0.44864972311702983,Moyen
1755,Research & Development,Research Scientist,Male,1,2932,Yes,4,3,1,No,0.16388419637147036,Faible
1756,Sales,Sales Executive,Female,2,5147,No,2,2,1,No,0.27788240631010297,Faible
1757,Sales,Sales Executive,Female,2,4507,No,4,4,0,No,0.25640579621471793,Faible
1758,Sales,Sales Executive,Female,3,8564,Yes,1,2,0,Yes,0.9650698692023109,Élevé
1760,Research & Development,Laboratory Technician,Female,1,2468,No,2,2,0,No,0.40587757447739375,Moyen
1761,Sales,Sales Executive,Male,3,8161,No,3,3,0,Yes,0.5144582800357292,Moyen
1762,Research & Development,Research Scientist,Female,1,2109,No,1,3,0,No,0.20486554675496146,Faible
1763,Research & Development,Healthcare Representative,Male,2,5294,No,3,3,1,No,0.10897970486196717,Faible
1764,Research & Development,Research Scientist,Male,1,2718,No,2,3,0,No,0.10382524671747943,Faible
1766,Research & Development,Healthcare Representative,Male,2,5811,Yes,4,3,1,No,0.6605657513935289,Élevé
1767,Research & Development,Research Scientist,Male,1,2437,Yes,3,3,0,Yes,0.9125730770414164,Élevé
1768,Research & Development,Laboratory Technician,Male,1,2766,No,2,2,0,No,0.4988484782066981,Moyen
1770,Research & Development,Research Director,Male,5,19038,No,1,3,0,No,0.04663778254673682,Faible
1771,Research & Development,Research Scientist,Male,2,3055,No,2,2,1,No,0.039386030193101405,Faible
1772,Research & Development,Laboratory Technician,Male,1,2289,No,1,3,0,No,0.37019183609331324,Moyen
1774,Sales,Sales Executive,Male,2,4001,Yes,3,3,0,No,0.1150773597196508,Faible
1775,Research & Development,Manufacturing Director,Female,4,12965,Yes,3,2,0,No,0.0986409489354161,Faible
1778,Human Resources,Human Resources,Male,1,3539,No,4,3,1,No,0.08218339393516001,Faible
1779,Sales,Sales Executive,Female,2,6029,No,4,3,2,No,0.6651878642958488,Élevé
1780,Sales,Sales Representative,Male,1,2679,No,2,3,1,Yes,0.8945934645613184,Élevé
1782,Research & Development,Laboratory Technician,Female,1,3702,No,3,3,0,No,0.08965860558723114,Faible
1783,Research & Development,Laboratory Technician,Female,1,2398,Yes,1,3,0,Yes,0.7261045309204767,Élevé
1784,Sales,Sales Executive,Female,2,5468,No,4,3,5,No,0.5700636464401589,Moyen
1786,Research & Development,Manager,Female,3,13116,No,3,3,2,No,0.06801601932886422,Faible
1787,Sales,Sales Executive,Male,2,4189,No,2,3,0,No,0.4954570729155393,Moyen
1789,Research & Development,Research Director,Male,5,19328,Yes,4,3,2,No,0.15700506060445552,Faible
1790,Research & Development,Healthcare Representative,Male,3,8321,Yes,1,3,5,No,0.5942171723186539,Moyen
1792,Research & Development,Research Scientist,Male,1,2342,Yes,2,2,2,Yes,0.37227399661330424,Moyen
1794,Human Resources,Human Resources,Male,2,4071,No,2,2,4,No,0.10991200709815023,Faible
1797,Sales,Sales Executive,Male,2,5813,Yes,4,3,7,Yes,0.855081081768617,Élevé
1798,Research & Development,Research Scientist,Male,1,3143,No,1,3,7,No,0.134001543181414,Faible
1799,Research & Development,Research Scientist,Male,1,2044,No,4,4,0,No,0.03017139044872356,Faible
1800,Research & Development,Research Director,Male,3,13464,No,3,3,2,No,0.3248875749807467,Faible
1801,Sales,Sales Executive,Male,2,7991,No,2,3,2,No,0.8893298804284594,Élevé
1802,Research & Development,Laboratory Technician,Female,1,3377,No,1,2,0,No,0.16544066674708888,Faible
1803,Research & Development,Healthcare Representative,Male,2,5538,No,1,2,0,No,0.16501103120130636,Faible
1804,Research & Development,Manufacturing Director,Male,2,5762,No,4,3,1,No,0.009292861269093766,Faible
1805,Human Resources,Human Resources,Male,1,2592,No,2,3,3,No,0.051722273082020154,Faible
1807,Research & Development,Laboratory Technician,Male,2,5346,No,1,2,0,Yes,0.44253373808200047,Moyen
1809,Research & Development,Manufacturing Director,Male,2,4213,No,1,1,0,Yes,0.15981670671031697,Faible
1812,Sales,Sales Executive,Male,2,4127,No,4,3,2,No,0.3176268605328111,Faible
1813,Research & Development,Research Scientist,Male,1,2438,No,3,2,1,No,0.3765260840448908,Moyen
1814,Research & Development,Healthcare Representative,Male,2,6870,No,2,1,1,No,0.3880137289004997,Moyen
1815,Sales,Sales Executive,Female,3,10447,Yes,3,4,13,No,0.38625942383040235,Moyen
1816,Research & Development,Manufacturing Director,Female,3,9667,No,3,3,0,No,0.48399562629726917,Moyen
1818,Human Resources,Human Resources,Female,1,2148,Yes,2,3,1,Yes,0.6002148310142738,Moyen
1821,Research & Development,Healthcare Representative,Female,2,8926,No,2,4,3,Yes,0.06620078268060717,Faible
1822,Research & Development,Healthcare Representative,Female,2,6513,No,4,3,0,No,0.014949519984773101,Faible
1823,Sales,Sales Executive,Male,2,6799,No,3,3,4,No,0.13108666666049876,Faible
1824,Sales,Manager,Male,4,16291,No,2,2,14,No,0.06228601948895621,Faible
1826,Research & Development,Laboratory Technician,Male,1,2705,No,3,4,0,No,0.5336868892917734,Moyen
1827,Research & Development,Manufacturing Director,Female,3,10333,Yes,2,3,14,No,0.5481378386766569,Moyen
1829,Research & Development,Healthcare Representative,Female,2,4448,No,1,3,7,No,0.18507030441564565,Faible
1830,Research & Development,Research Scientist,Female,2,6854,No,4,2,1,No,0.019216005780660947,Faible
1833,Sales,Sales Executive,Female,3,9637,No,1,3,2,No,0.46707219449951176,Moyen
1834,Research & Development,Research Scientist,Female,1,3591,No,1,3,1,No,0.05938680758915757,Faible
1835,Sales,Sales Representative,Female,2,5405,Yes,4,2,0,No,0.7141536853443162,Élevé
1836,Sales,Sales Executive,Male,2,4684,No,4,3,1,No,0.5493594034219208,Moyen
1837,Research & Development,Research Director,Male,4,15787,Yes,3,3,2,No,0.4024642691541954,Moyen
1839,Research & Development,Research Scientist,Female,1,1514,No,3,1,0,No,0.213049658355352,Faible
1842,Human Resources,Human Resources,Male,1,2956,No,1,3,0,Yes,0.33535467722561824,Moyen
1844,Human Resources,Human Resources,Male,1,2335,Yes,1,3,2,Yes,0.9088511752688964,Élevé
1845,Sales,Sales Executive,Female,2,5154,No,3,4,5,No,0.13298864112677075,Faible
1847,Research & Development,Research Scientist,Female,2,6962,Yes,2,3,0,No,0.2433830064309866,Faible
1849,Sales,Sales Executive,Male,2,5675,No,4,3,7,No,0.3456467654712348,Moyen
1850,Research & Development,Laboratory Technician,Female,1,2379,Yes,4,2,0,No,0.6463272599069998,Moyen
1852,Research & Development,Laboratory Technician,Male,1,3812,No,4,4,3,No,0.20903912237077904,Faible
1853,Sales,Sales Executive,Male,2,4648,No,4,4,0,No,0.8928331357748774,Élevé
1854,Research & Development,Research Scientist,Male,1,2936,No,3,2,3,No,0.18377575224862527,Faible
1856,Research & Development,Laboratory Technician,Female,1,2105,No,3,3,2,No,0.7039940524088947,Élevé
1857,Research & Development,Manufacturing Director,Male,3,8578,No,4,2,4,No,0.021883366666214387,Faible
1858,Human Resources,Human Resources,Male,1,2706,No,4,3,2,No,0.14444653894928017,Faible
1859,Research & Development,Healthcare Representative,Male,2,6384,No,3,3,1,No,0.3381485210579881,Moyen
1860,Research & Development,Laboratory Technician,Male,1,3968,No,3,3,0,No,0.36915074993599084,Moyen
1862,Sales,Sales Executive,Male,2,9907,Yes,2,2,2,Yes,0.9793955748013033,Élevé
1863,Sales,Sales Executive,Female,4,13225,No,1,3,2,No,0.014727879454379996,Faible
1864,Sales,Sales Representative,Female,2,3540,No,3,3,5,No,0.38750374367886065,Moyen
1865,Human Resources,Human Resources,Male,1,2804,No,2,3,0,No,0.36388554786554855,Moyen
1866,Research & Development,Manager,Female,5,19392,No,3,3,6,No,0.055814601322000314,Faible
1867,Research & Development,Research Director,Male,5,19665,No,2,3,12,No,0.06614485842711938,Faible
1868,Research & Development,Research Scientist,Male,1,2439,Yes,4,2,1,Yes,0.936188821208277,Élevé
1869,Sales,Sales Executive,Female,3,7314,No,2,3,0,Yes,0.06554625781568751,Faible
1870,Research & Development,Research Scientist,Female,1,4774,No,1,2,7,No,0.14844045707525597,Faible
1871,Research & Development,Research Scientist,Male,2,3902,No,4,3,2,No,0.17580233898260356,Faible
1873,Research & Development,Research Scientist,Male,1,2662,No,4,4,0,No,0.1646497892875804,Faible
1875,Sales,Sales Representative,Female,1,2856,No,2,3,0,No,0.23219393552079268,Faible
1876,Sales,Sales Representative,Male,1,1081,No,4,2,0,Yes,0.7121910217803258,Élevé
1878,Research & Development,Research Scientist,Male,1,2472,Yes,2,3,0,Yes,0.8450990234985019,Élevé
1880,Sales,Sales Executive,Female,2,5673,Yes,3,3,1,No,0.5467579151585931,Moyen
1881,Research & Development,Laboratory Technician,Male,2,4197,No,3,3,0,No,0.5040622814311674,Moyen
1882,Sales,Sales Executive,Male,3,9713,Yes,4,3,1,No,0.3156128711269706,Faible
1883,Research & Development,Laboratory Technician,Male,1,2062,No,1,3,1,No,0.6195355604041194,Moyen
1885,Research & Development,Research Scientist,Male,2,4284,Yes,1,3,0,No,0.41680464854453025,Moyen
1886,Research & Development,Manufacturing Director,Female,2,4788,Yes,2,3,0,No,0.49724157571889516,Moyen
1888,Research & Development,Manufacturing Director,Female,2,5906,No,4,2,3,No,0.035677820952947484,Faible
1890,Human Resources,Human Resources,Male,2,3886,No,4,2,0,No,0.28420252126462436,Faible
1892,Research & Development,Manager,Male,4,16823,No,1,3,11,No,0.09719225838661064,Faible
1893,Research & Development,Research Scientist,Female,1,2933,Yes,3,2,1,No,0.5675169675975007,Moyen
1898,Sales,Sales Executive,Female,2,6500,No,3,2,0,No,0.12183810919272314,Faible
1900,Research & Development,Manager,Female,4,17174,No,4,3,4,No,0.032493656823750196,Faible
1903,Research & Development,Healthcare Representative,Male,2,5033,No,1,3,2,No,0.11618206192073025,Faible
1905,Research & Development,Research Scientist,Male,1,2307,Yes,1,3,3,Yes,0.8700752186400736,Élevé
1907,Research & Development,Laboratory Technician,Male,1,2587,No,4,3,1,Yes,0.4593419070566847,Moyen
1908,Sales,Sales Executive,Male,2,5507,No,2,1,1,No,0.4089434252590442,Moyen
1909,Sales,Sales Executive,Female,2,4393,No,2,3,1,No,0.3627376864976161,Moyen
1911,Research & Development,Research Director,Male,3,13348,No,1,4,5,No,0.15547865481800519,Faible
1912,Sales,Sales Executive,Female,2,6583,Yes,4,3,1,No,0.42468223496267044,Moyen
1915,Sales,Sales Executive,Female,2,8103,Yes,4,2,0,No,0.534517706504847,Moyen
1916,Research & Development,Laboratory Technician,Female,1,3978,No,3,2,2,No,0.7290049947310348,Élevé
1918,Research & Development,Laboratory Technician,Male,1,2544,No,4,3,7,No,0.1867093952699127,Faible
1922,Research & Development,Healthcare Representative,Male,2,5399,No,3,3,0,No,0.2684277170488402,Faible
1924,Sales,Sales Executive,Male,2,5487,No,3,2,0,No,0.45353727971863894,Moyen
1927,Sales,Sales Executive,Male,2,6834,Yes,4,3,0,No,0.5211837578400376,Moyen
1928,Sales,Sales Representative,Male,1,1091,No,1,3,0,Yes,0.9057681380226589,Élevé
1929,Sales,Sales Executive,Female,2,5736,No,3,3,1,No,0.4935052944745057,Moyen
1931,Research & Development,Research Scientist,Male,1,2226,No,2,2,1,No,0.15052246316991222,Faible
1932,Research & Development,Research Scientist,Male,2,5747,Yes,4,3,6,No,0.4626409574935519,Moyen
1933,Sales,Sales Executive,Female,2,9854,Yes,3,3,2,Yes,0.8538262130367733,Élevé
1934,Research & Development,Research Scientist,Male,2,5467,No,2,4,1,No,0.05585606645068132,Faible
1935,Sales,Sales Executive,Female,2,5380,No,1,3,0,No,0.3351049296794271,Moyen
1936,Research & Development,Manufacturing Director,Male,2,5151,No,1,3,7,No,0.2030586642672891,Faible
1937,Research & Development,Research Scientist,Female,2,2133,Yes,2,3,0,No,0.07554651040953195,Faible
1938,Sales,Manager,Female,4,17875,Yes,4,2,0,No,0.19007043174588006,Faible
1939,Research & Development,Research Scientist,Female,1,2432,Yes,3,3,0,Yes,0.7949071853108659,Élevé
1940,Research & Development,Research Scientist,Male,1,4771,No,4,4,0,No,0.01386804694955706,Faible
1941,Research & Development,Research Director,Male,5,19161,No,4,3,4,No,0.019995874696345544,Faible
1943,Sales,Sales Executive,Male,2,5087,Yes,4,3,0,No,0.7207994684322331,Élevé
1944,Human Resources,Human Resources,Female,1,2863,No,2,3,0,Yes,0.8265495949457436,Élevé
1945,Sales,Sales Executive,Male,2,5561,No,1,1,0,No,0.30839034387199266,Faible
1947,Research & Development,Research Scientist,Male,1,2144,No,3,2,1,No,0.14432584511332017,Faible
1948,Research & Development,Research Scientist,Male,1,3065,Yes,1,4,2,No,0.27283785931805155,Faible
1949,Research & Development,Laboratory Technician,Male,1,2810,No,2,3,0,No,0.3478623705987949,Moyen
1950,Sales,Sales Executive,Male,3,9888,No,4,2,2,No,0.5369083486277704,Moyen
1951,Sales,Sales Executive,Male,3,8628,No,3,2,1,No,0.10561060275973347,Faible
1952,Research & Development,Laboratory Technician,Male,1,2867,No,1,2,7,No,0.5156861205867325,Moyen
1954,Research & Development,Healthcare Representative,Male,2,5373,No,1,2,0,No,0.3004810606490632,Faible
1955,Research & Development,Healthcare Representative,Female,2,6667,No,4,3,1,No,0.07424193950343903,Faible
1956,Research & Development,Research Scientist,Male,2,5003,No,1,3,8,No,0.31814780608877835,Faible
1960,Research & Development,Laboratory Technician,Male,1,2367,No,4,2,0,Yes,0.6987969622824601,Élevé
1961,Sales,Sales Representative,Male,1,2858,No,1,2,0,No,0.7062735201631926,Élevé
1962,Sales,Sales Executive,Female,2,5204,Yes,4,3,0,No,0.19032048930671622,Faible
1965,Sales,Sales Executive,Male,2,4105,No,4,3,0,No,0.23030401680695675,Faible
1966,Research & Development,Manufacturing Director,Male,2,9679,No,4,3,0,No,0.44729096282837594,Moyen
1967,Sales,Sales Executive,Male,2,5617,Yes,4,3,0,Yes,0.8810182389806828,Élevé
1968,Sales,Sales Executive,Male,3,10448,Yes,1,2,2,Yes,0.9692811990351504,Élevé
1969,Research & Development,Research Scientist,Female,2,2897,No,3,2,2,No,0.08308716520040978,Faible
1970,Research & Development,Healthcare Representative,Male,2,5968,No,3,3,2,No,0.03592858921872181,Faible
1971,Research & Development,Healthcare Representative,Male,3,7510,No,3,3,0,No,0.04351519013791917,Faible
1972,Human Resources,Human Resources,Male,1,2991,Yes,2,3,1,No,0.5483225523213223,Moyen
1973,Human Resources,Manager,Male,5,19636,Yes,2,3,1,No,0.1926267008960527,Faible
1974,Research & Development,Laboratory Technician,Female,1,1129,Yes,4,3,0,No,0.47054339022328107,Moyen
1975,Sales,Sales Executive,Male,4,13341,No,1,3,11,No,0.7902232565760913,Élevé
1976,Research & Development,Research Scientist,Male,2,4332,No,3,3,3,No,0.07755545179754106,Faible
1979,Research & Development,Research Director,Female,3,11031,No,3,4,4,No,0.05995964781103049,Faible
1980,Research & Development,Manufacturing Director,Female,2,4440,Yes,1,3,1,No,0.6660561057684653,Élevé
1981,Research & Development,Healthcare Representative,Male,2,4617,No,3,2,1,No,0.4568500336842359,Moyen
1982,Research & Development,Laboratory Technician,Male,1,2647,No,4,4,1,No,0.3013048127601156,Faible
1985,Research & Development,Laboratory Technician,Female,2,6323,No,3,4,9,No,0.5925766291209639,Moyen
1986,Sales,Sales Executive,Female,2,5677,No,2,3,5,No,0.13018258799530827,Faible
1987,Human Resources,Human Resources,Female,1,2187,No,2,3,1,No,0.3751273157263985,Moyen
1989,Research & Development,Laboratory Technician,Male,1,3748,No,2,2,1,No,0.0642947926564441,Faible
1992,Research & Development,Laboratory Technician,Male,1,3977,Yes,3,2,0,No,0.5780910269968385,Moyen
1993,Research & Development,Healthcare Representative,Male,3,8633,No,3,3,12,No,0.27216430933806063,Faible
1994,Research & Development,Laboratory Technician,Male,1,2008,No,3,2,0,No,0.20245852438103745,Faible
1995,Sales,Sales Executive,Male,2,4440,No,2,3,5,No,0.03708180897044769,Faible
1996,Sales,Sales Representative,Male,1,3067,No,3,3,1,No,0.23153009655171705,Faible
1997,Research & Development,Manufacturing Director,Male,2,5321,No,3,3,7,No,0.4724556811969755,Moyen
1998,Research & Development,Research Scientist,Male,2,5410,Yes,1,2,1,No,0.6308096165291855,Moyen
1999,Research & Development,Research Scientist,Male,1,2782,No,4,3,1,No,0.07163812868798068,Faible
2000,Research & Development,Research Director,Female,3,11957,No,2,1,5,No,0.00409855831523353,Faible
2003,Research & Development,Laboratory Technician,Male,1,2660,Yes,3,3,2,No,0.8784961082502507,Élevé
2007,Research & Development,Research Scientist,Male,1,3375,No,3,4,1,No,0.10118678253453897,Faible
2008,Research & Development,Research Scientist,Male,2,5098,No,3,3,0,No,0.03358471914703234,Faible
2009,Research & Development,Healthcare Representative,Female,2,4878,Yes,4,3,8,No,0.6633757765353707,Élevé
2010,Research & Development,Laboratory Technician,Female,1,2837,No,2,3,4,No,0.8713834377043769,Élevé
2012,Research & Development,Laboratory Technician,Male,1,2406,No,4,2,0,No,0.4621624127972884,Moyen
2013,Sales,Sales Representative,Male,1,2269,No,2,3,2,No,0.6205758697009891,Moyen
2014,Research & Development,Research Scientist,Male,2,4108,No,4,3,1,No,0.39483058867413723,Moyen
2015,Research & Development,Research Director,Female,3,13206,No,3,3,1,No,0.026268174833770964,Faible
2016,Sales,Sales Executive,Female,3,10422,No,4,3,5,No,0.033248422792347215,Faible
2017,Research & Development,Research Director,Female,3,13744,Yes,4,3,6,No,0.13005976832049476,Faible
2018,Sales,Sales Executive,Female,2,4907,Yes,3,2,0,No,0.5645765250482964,Moyen
2019,Sales,Sales Representative,Male,1,3482,No,4,2,0,No,0.2476723488614071,Faible
2020,Research & Development,Research Scientist,Male,1,2436,Yes,4,3,1,No,0.6795908041889824,Élevé
2021,Sales,Sales Representative,Male,1,2380,Yes,1,3,1,No,0.9334872518955114,Élevé
2022,Research & Development,Manager,Male,5,19431,No,4,2,1,No,0.06627166393948836,Faible
2023,Sales,Sales Representative,Male,1,1790,No,1,2,1,Yes,0.83851188854439,Élevé
2024,Sales,Sales Executive,Female,3,7644,No,4,3,3,No,0.08157751166675993,Faible
2025,Research & Development,Manufacturing Director,Female,2,5131,No,2,3,0,No,0.09185635741059334,Faible
2026,Research & Development,Healthcare Representative,Male,2,6306,No,3,2,1,No,0.017078323277837936,Faible
2027,Research & Development,Research Scientist,Male,1,4787,Yes,4,4,2,Yes,0.6730485611218747,Élevé
2031,Research & Development,Manager,Male,5,18880,No,3,2,4,No,0.11203017622028398,Faible
2032,Research & Development,Laboratory Technician,Male,1,2339,No,3,1,9,Yes,0.4955915513667764,Moyen
2034,Research & Development,Manufacturing Director,Female,4,13570,No,2,3,0,No,0.046916290233174646,Faible
2035,Sales,Sales Executive,Female,2,6712,No,3,3,1,No,0.1872423388859359,Faible
2036,Sales,Sales Executive,Male,2,5406,No,4,2,11,No,0.4188441676716335,Moyen
2037,Sales,Sales Executive,Male,2,8938,No,2,3,0,No,0.0878295947047692,Faible
2038,Research & Development,Research Scientist,Male,1,2439,No,1,3,1,No,0.22335158217718082,Faible
2040,Human Resources,Human Resources,Female,3,8837,Yes,4,3,1,No,0.5847606619100009,Moyen
2041,Sales,Sales Executive,Female,2,5343,No,4,3,1,No,0.10263525427132152,Faible
2044,Sales,Sales Executive,Male,2,6728,No,3,3,0,Yes,0.3576321960722783,Moyen
2045,Sales,Sales Executive,Female,2,6652,No,4,2,0,No,0.5554710351165594,Moyen
2046,Sales,Sales Executive,Female,2,4850,No,3,3,0,No,0.6740362051933453,Élevé
2048,Research & Development,Research Scientist,Male,1,2809,No,3,3,2,No,0.11700813361209766,Faible
